iter	Logloss
432	0.2310519945
433	0.2309754946
434	0.2309119917
435	0.2308351045
436	0.2307647707
437	0.2306942104
438	0.2306284969
439	0.2305733507
440	0.2305253469
441	0.2304475396
442	0.230369526
443	0.2302768547
444	0.2302141097
445	0.2301647592
446	0.2300834977
447	0.2299939193
448	0.2299097668
449	0.2298232107
450	0.2297459261
451	0.2296695006
452	0.2295919906
453	0.2295188272
454	0.2294768826
455	0.2294152545
456	0.2293484074
457	0.229280077
458	0.2292195408
459	0.2291648966
460	0.2290941536
461	0.2290374946
462	0.2289877559
463	0.2289044079
464	0.228837886
465	0.2287657114
466	0.2286780388
467	0.2285972462
468	0.2285380767
469	0.2284775098
470	0.2283839423
471	0.2283181034
472	0.2282520201
473	0.2281960287
474	0.2281484894
475	0.2281023291
476	0.22805269
477	0.2279776871
478	0.2278895902
479	0.227816386
480	0.2277360718
481	0.2276499325
482	0.2275827012
483	0.2275169924
484	0.2274351998
485	0.2273800077
486	0.2273182438
487	0.2272512595
488	0.2272197719
489	0.2271280359
490	0.2270526077
491	0.2269739443
492	0.2269156647
493	0.2268425066
494	0.2267837202
495	0.226720773
496	0.2266321431
497	0.2265831873
498	0.2265211315
499	0.2264590833
500	0.2263768669
501	0.2263231879
502	0.2262658143
503	0.2261860534
504	0.2261060953
505	0.2260340352
506	0.2259465417
507	0.2259064922
508	0.2258385119
509	0.2257826938
510	0.225731728
511	0.2256662232
512	0.2255971248
513	0.2255270017
514	0.2254715294
515	0.2254218561
516	0.2253561954
517	0.2253028953
518	0.2252341692
519	0.2251805053
520	0.2251203625
521	0.2250426842
522	0.2249941664
523	0.2249105775
524	0.2248709558
525	0.2248097324
526	0.2247356506
527	0.2246884388
528	0.2246115813
529	0.2245403672
530	0.2244496925
531	0.2243743707
532	0.2243231437
533	0.2242394204
534	0.2241667856
535	0.224099663
536	0.2240361708
537	0.2239891385
538	0.2239168318
539	0.2238526854
540	0.2237936111
541	0.2237261206
542	0.2236542161
543	0.2235907487
544	0.2235122139
545	0.2234378493
546	0.223372121
547	0.2232985476
548	0.2232386695
549	0.223209719
550	0.2231321392
551	0.2230809338
552	0.2230182591
553	0.2229424693
554	0.2228759734
555	0.2228248628
556	0.2227556789
557	0.2226959947
558	0.2226164921
559	0.222571089
560	0.2225300267
561	0.2224709165
562	0.2224054329
563	0.2223383392
564	0.2222573436
565	0.2222088608
566	0.2221365027
567	0.2220583532
568	0.2219788965
569	0.2218987772
570	0.221811116
571	0.2217501206
572	0.2216688285
573	0.2215924714
574	0.2214976057
575	0.2214412489
576	0.2213965667
577	0.221313786
578	0.2212543638
579	0.22118392
580	0.2211169168
581	0.2210323321
582	0.2209346965
583	0.2208855077
584	0.2208318686
585	0.2207850552
586	0.2207222485
587	0.2206670288
588	0.2205796059
589	0.2205257972
590	0.2204618861
591	0.2204030057
592	0.2203284996
593	0.220271551
594	0.2202007323
595	0.2201434516
596	0.2200707785
597	0.2199969877
598	0.2199182378
599	0.2198364348
600	0.2197812826
601	0.2197165414
602	0.219652758
603	0.2196019842
604	0.2195392936
605	0.2194787527
606	0.2194464131
607	0.2193787167
608	0.2193075972
609	0.2192236142
610	0.2191508341
611	0.2190816155
612	0.2190100284
613	0.2189606416
614	0.2189008896
615	0.2188419207
616	0.2187988115
617	0.2187336194
618	0.2186743437
619	0.2186253393
620	0.2185632899
621	0.2185009111
622	0.2184244921
623	0.2183503918
624	0.2182819931
625	0.2182312054
626	0.2181779109
627	0.2181139887
628	0.2180417739
629	0.2179786464
630	0.2178998874
631	0.2178462325
632	0.2177738931
633	0.2177176047
634	0.2176630492
635	0.2176330442
636	0.2175863524
637	0.2175445291
638	0.2174759241
639	0.2174222752
640	0.2173636354
641	0.2172952334
642	0.21723057
643	0.2171595256
644	0.2170823645
645	0.2170063127
646	0.2169490784
647	0.2168835253
648	0.2168377942
649	0.2167705986
650	0.2167068735
651	0.2166489974
652	0.2165721223
653	0.216513845
654	0.216439101
655	0.2163948204
656	0.2163516859
657	0.2162954049
658	0.2162388099
659	0.2161748721
660	0.2160995948
661	0.2160258464
662	0.2159502971
663	0.2159007849
664	0.2158449912
665	0.2158073764
666	0.2157572135
667	0.2156835926
668	0.2156431194
669	0.2155958018
670	0.2155395269
671	0.2154766443
672	0.2154472447
673	0.2154010419
674	0.2153475451
675	0.2152750804
676	0.2152335502
677	0.2151797995
678	0.2151210685
679	0.2150824114
680	0.2150312849
681	0.2149658034
682	0.2149029485
683	0.2148496577
684	0.2147935319
685	0.2147273503
686	0.2146487108
687	0.214582862
688	0.214518734
689	0.2144491528
690	0.2143938656
691	0.2143457349
692	0.2142642359
693	0.2142156171
694	0.2141648557
695	0.2141062158
696	0.2140491599
697	0.2140011537
698	0.2139455914
699	0.2138979789
700	0.2138259153
701	0.2137795578
702	0.2137188446
703	0.2136393868
704	0.2135789473
705	0.2135057946
706	0.2134313705
707	0.213383973
708	0.2133018822
709	0.2132258827
710	0.2131791307
711	0.2131188421
712	0.2130480194
713	0.2129888895
714	0.2129289436
715	0.2128877793
716	0.2128275733
717	0.212756057
718	0.2126989546
719	0.21264198
720	0.2125738736
721	0.2125272279
722	0.2124763937
723	0.2124073223
724	0.2123339847
725	0.212281207
726	0.212219941
727	0.2121642526
728	0.2120847836
729	0.2120214572
730	0.2119606267
731	0.2119159117
732	0.2118512196
733	0.2117845481
734	0.2117142056
735	0.2116577576
736	0.2115861755
737	0.2115189796
738	0.2114773718
739	0.211407858
740	0.2113537503
741	0.2112985256
742	0.2112453497
743	0.211188287
744	0.2111181647
745	0.211069679
746	0.2110307345
747	0.2109768101
748	0.2109206778
749	0.2108826991
750	0.2108467191
751	0.2107894367
752	0.2107157641
753	0.2106707729
754	0.2106042746
755	0.2105681649
756	0.2105150052
757	0.2104599657
758	0.2103984448
759	0.2103295943
760	0.2102646092
761	0.2102209749
762	0.2101676595
763	0.2101098785
764	0.2100725875
765	0.2100258042
766	0.2099809669
767	0.2099115248
768	0.2098515868
769	0.2097924519
770	0.2097241961
771	0.2096707989
772	0.2096143466
773	0.2095590672
774	0.2095107717
775	0.2094497531
776	0.2093805921
777	0.2093312206
778	0.2092888376
779	0.2092194649
780	0.2091435373
781	0.2090808507
782	0.2090258649
783	0.2089866223
784	0.2089352864
785	0.2088930772
786	0.208836447
787	0.208789183
788	0.2087493366
789	0.2087012864
790	0.2086291281
791	0.208562436
792	0.2085030764
793	0.20843137
794	0.2083681869
795	0.2083087239
796	0.2082461542
797	0.2081924157
798	0.2081293107
799	0.2080825959
800	0.2080212583
801	0.2079596114
802	0.2079079754
803	0.2078569466
804	0.2078231415
805	0.2077750062
806	0.207731517
807	0.2076732396
808	0.2076292028
809	0.2075703465
810	0.2075275932
811	0.2074798582
812	0.2074014286
813	0.2073464068
814	0.2072685834
815	0.2072144195
816	0.2071700331
817	0.207123191
818	0.2070836079
819	0.207010224
820	0.206952756
821	0.2069049559
822	0.2068709814
823	0.2068205771
824	0.2067711795
825	0.2067298781
826	0.2066906334
827	0.2066565206
828	0.2066041702
829	0.2065784085
830	0.2065097934
831	0.2064456818
832	0.2063980288
833	0.2063456813
834	0.2063139291
835	0.2062717245
836	0.2062343438
837	0.206166388
838	0.2061093839
839	0.2060733845
840	0.2060155123
841	0.2059871213
842	0.2059345989
843	0.2058970769
844	0.2058387699
845	0.205785612
846	0.2057229781
847	0.2056466395
848	0.2055832634
849	0.2055241517
850	0.2054730568
851	0.2053988364
852	0.2053285499
853	0.2052668859
854	0.205218699
855	0.2051595531
856	0.2051170563
857	0.2050758751
858	0.2050352836
859	0.2049725327
860	0.2049402918
861	0.2048905316
862	0.2048378108
863	0.2047863654
864	0.2047350383
865	0.2046665258
866	0.2046069868
867	0.2045692216
868	0.204508845
869	0.2044423763
870	0.2043882297
871	0.2043469764
872	0.2042823187
873	0.2042242257
874	0.2041743133
875	0.2041147007
876	0.2040730182
877	0.2040090997
878	0.2039513622
879	0.203876479
880	0.2038315393
881	0.2037792111
882	0.2037319428
883	0.2037015261
884	0.2036490018
885	0.2035822398
886	0.2035299529
887	0.2034950997
888	0.2034239476
889	0.2033682968
890	0.2033195804
891	0.2032607425
892	0.2032211222
893	0.2031561493
894	0.2030977374
895	0.203047858
896	0.2029731401
897	0.2029053964
898	0.2028553791
899	0.2027966716
900	0.2027266337
901	0.2026950904
902	0.2026605914
903	0.2026186592
904	0.2025572632
905	0.2024987256
906	0.2024373279
907	0.2023923821
908	0.2023331274
909	0.2022693252
910	0.2022129382
911	0.2021793491
912	0.2021274947
913	0.2020723462
914	0.2020205411
915	0.2019794276
916	0.2019123501
917	0.2018508629
918	0.2017907061
919	0.2017447412
920	0.2016950565
921	0.2016490096
922	0.201602625
923	0.2015621234
924	0.201499539
925	0.2014692057
926	0.2014254007
927	0.2013587783
928	0.2013028564
929	0.2012604727
930	0.2011996874
931	0.2011597966
932	0.2010908771
933	0.2010490168
934	0.2010008981
935	0.2009418716
936	0.200887999
937	0.2008396392
938	0.2007736444
939	0.200709859
940	0.200655322
941	0.2006179009
942	0.2005604368
943	0.2005092119
944	0.2004728829
945	0.2004340357
946	0.2003917144
947	0.2003575416
948	0.2003058567
949	0.2002701311
950	0.2002094592
951	0.2001520391
952	0.2000887118
953	0.2000308462
954	0.1999799686
955	0.1999098136
956	0.1998712196
957	0.19982919
958	0.1997805729
959	0.199730101
960	0.1996862005
961	0.1996294178
962	0.1995815811
963	0.1995398436
964	0.1995168158
965	0.1994745694
966	0.1994357165
967	0.1993780175
968	0.1993186502
969	0.1992724669
970	0.1992269666
971	0.1991717471
972	0.1991065576
973	0.1990524412
974	0.1990035599
975	0.1989610374
976	0.1989204164
977	0.1988707226
978	0.1988101204
979	0.198759852
980	0.1987274674
981	0.1986683225
982	0.1986254862
983	0.1985956479
984	0.1985605442
985	0.1985070297
986	0.1984702759
987	0.1984166193
988	0.1983508408
989	0.1983021286
990	0.1982420441
991	0.198187194
992	0.198136551
993	0.1980824975
994	0.1980376858
995	0.1979807133
996	0.1979294373
997	0.1978727712
998	0.1978180402
999	0.1977688813
